squareMeters,numberOfRooms,floors,cityCode,numPrevOwners,made,isNewBuilt,basement,hasStorageRoom,hasGuestRoom,price
52746,56,14,17351,2,2003,1,8309,0,1,5276308.3
45016,9,75,84708,3,1994,1,2134,1,3,4506049.4
93112,76,17,23351,10,1993,0,88,1,9,9317076.3
74137,54,80,67649,8,1991,1,373,0,5,7418469.1
78958,30,82,2322,2,1994,1,3862,1,5,7902699.4
20365,93,62,28170,1,2011,1,8154,0,0,2041739.1
20580,57,82,51357,5,1993,1,9534,1,9,2067748.3
55956,21,7,85490,1,2020,1,7207,0,4,5606444.0
17966,77,18,12386,2,1999,1,8922,0,6,1799688.9
87788,65,58,17757,3,2009,0,8015,0,6,8784201.9
1702,55,17,28605,7,2018,1,2647,0,8,174792.8
70033,37,56,58125,5,2013,0,730,1,2,7009642.3
921,1,89,3174,1,1997,1,4110,1,10,105739.7
15859,94,8,35621,7,2020,1,7327,0,1,1588729.0
95561,46,66,20156,9,2015,0,9245,1,3,9561422.5
77467,14,55,81382,9,2010,0,7174,0,7,7752514.0
10380,20,40,15050,5,2011,0,2333,0,2,1049793.1
60506,86,77,18297,9,2020,1,4874,1,8,6059753.0
78859,10,93,2487,3,2015,0,6650,0,7,7894713.5
97590,3,46,18812,2,2015,1,3855,1,2,9765039.5
87908,89,20,64556,7,2009,0,7461,1,0,8797156.9
2141,68,82,83097,5,2009,1,8405,0,10,223018.9
78806,85,38,57449,6,2001,0,1527,0,0,7886035.1
92074,30,16,61974,2,1993,0,1993,0,3,9214730.3
9494,59,49,34249,4,2013,0,5051,1,4,958561.3
24681,77,27,47332,1,2008,1,2785,0,9,2475750.8
79491,95,70,5134,3,1994,1,1725,0,4,7951459.4
42904,73,76,54711,5,1997,0,4896,1,1,4298883.7
9803,47,92,89782,7,2018,0,4976,1,5,998783.8
31854,54,54,3832,9,2020,0,8979,1,3,3191069.0
93706,50,59,5353,6,1999,1,688,0,0,9376364.9
69157,72,83,77004,5,2007,1,7233,1,1,6926892.7
26390,66,11,61725,8,1992,0,9319,0,2,2644436.2
25460,89,92,75768,6,1996,1,6063,1,7,2554354.6
70989,27,82,99255,9,1994,1,6131,1,9,7113295.4
61387,55,52,16803,1,2007,1,2078,0,5,6140746.7
99564,30,30,27212,5,2012,1,981,1,10,9965822.2
12992,44,5,17015,4,1990,1,777,0,10,1303106.0
48887,95,89,29754,6,2006,1,4407,1,0,4906647.6
33433,79,96,415,8,2009,1,1746,0,0,3352624.9
84235,76,74,52582,9,2004,1,2634,1,6,8431030.4
78506,94,84,17688,10,1996,0,4499,0,3,7864283.6
43788,50,82,51550,1,2011,0,885,1,10,4391540.1
58612,60,75,90933,2,2021,1,9112,0,2,5872861.1
96498,10,10,49175,7,2007,0,8566,0,5,9651440.7
15075,90,75,50736,8,2012,1,2223,0,4,1516872.2
1693,43,65,38473,9,2001,1,8472,0,2,175018.1
77296,96,11,42670,5,1998,0,5989,0,2,7735727.8
15148,81,11,14485,3,1997,0,9433,0,8,1515878.7
95065,1,49,85915,8,2009,1,4949,0,9,9516892.9
81591,24,22,32640,9,1996,0,2289,1,7,8160895.6
41276,90,66,37390,7,1992,0,7369,0,2,4136486.2
50340,60,10,59443,6,2005,1,8228,1,7,5040333.5
93615,68,41,35209,2,1995,0,9355,0,1,9368510.5
8009,81,88,25563,7,2008,1,3178,1,3,810890.8
32044,97,16,82718,8,2010,1,4205,1,5,3205557.0
48067,73,83,49934,9,2009,1,168,1,6,4818874.9
40884,41,98,57787,1,2021,0,9604,0,2,4100865.1
58617,32,24,9075,5,1993,0,1706,1,5,5868891.3
62572,68,28,63814,8,2006,1,6158,1,6,6262774.6
58637,95,36,72693,2,1999,1,7265,1,3,5874640.9
16241,16,93,2754,9,2011,1,1566,1,2,1632003.1
43658,11,74,86718,2,1998,1,3714,1,8,4376638.8
46658,2,60,51857,3,1996,0,3637,0,3,4673368.6
13732,25,68,39897,7,2020,1,3579,1,8,1384625.0
71701,19,6,74931,8,2006,0,9758,0,3,7171334.6
98644,15,33,56083,3,2012,0,8522,1,9,9865826.2
67917,5,97,63722,3,1995,1,9895,1,0,6801741.5
59308,26,24,2884,10,2014,0,8363,1,8,5940512.4
7141,29,83,36744,7,2009,1,2878,0,9,726445.9
76647,24,51,46056,2,1993,1,9871,0,8,7670985.3
37425,81,97,49011,3,2015,0,2837,1,2,3753888.5
34728,25,59,76782,10,2019,1,1757,1,9,3480487.9
74054,59,20,25296,4,2019,1,9263,0,6,7406911.9
19637,35,81,21584,6,2004,0,8255,0,10,1975440.4
32765,59,97,43355,8,2013,0,890,0,0,3282762.3
26539,38,88,6769,4,1996,1,8833,1,10,2661555.6
49426,30,97,42490,3,2021,0,1448,0,9,4954416.1
90665,76,100,46863,9,2005,1,9168,0,6,9077965.5
62672,33,17,94677,2,1990,0,3945,0,9,6271020.0
77567,64,99,99220,3,2016,1,7897,0,8,7764676.6
38432,65,61,59686,4,2019,0,6068,1,6,3853375.9
47312,47,52,82154,10,2002,1,2161,0,6,4736992.2
82827,95,46,54882,8,1991,0,3313,0,4,8287639.1
41343,79,60,9768,10,1991,0,8819,0,4,4136639.1
81060,54,15,61691,2,2002,1,5925,1,8,8113575.2
80466,20,72,25675,5,1992,0,8154,1,1,8048185.2
75631,71,75,50613,2,2007,1,8978,1,9,7570003.7
85757,94,99,64751,4,2009,0,6650,1,0,8588192.9
97551,45,96,63519,2,2004,0,5170,1,6,9764568.4
12902,2,98,61672,6,2013,1,2258,0,1,1296931.3
75132,70,89,43424,10,2006,1,5778,0,4,7522620.6
63657,59,51,81762,10,2020,0,2036,0,0,6367982.0
69943,57,56,95518,5,2003,1,2072,1,3,7003755.3
5216,21,61,84569,5,2004,0,707,1,3,527493.4
163,35,83,29281,6,1995,0,2675,1,2,19788.5
70416,42,67,41036,10,2018,0,2198,1,7,7043322.8
2799,9,29,92865,9,2015,0,4772,1,0,285666.5
91702,30,83,5932,1,2013,0,4560,0,9,9172843.3
42051,80,65,61423,5,2004,1,32,0,0,4215456.4
25850,33,7,83416,8,2007,0,7208,1,9,2590126.7
64298,16,3,85048,8,1999,1,8953,0,6,6435291.9
73318,61,56,28659,2,1991,1,3523,1,8,7335990.1
21558,89,3,54670,10,1994,0,4900,1,5,2156397.4
98785,67,86,91245,6,2000,1,8019,0,6,9883851.0
60003,4,36,21090,7,2020,0,3342,1,4,6006445.0
16839,44,75,46594,5,1997,0,7765,1,0,1692521.7
72281,4,84,38954,10,2010,0,6225,1,5,7239761.0
64859,54,85,26003,9,2001,1,4839,0,3,6495320.1
90229,50,41,18119,3,1997,0,6428,0,0,9031500.7
82202,79,8,74838,7,2003,1,9681,0,1,8225531.3
83238,91,52,94125,10,2006,0,4730,0,1,8334828.6
99058,82,76,12232,6,1993,1,5627,0,7,9909863.3
53753,36,30,74481,9,2008,0,4438,0,2,5383162.8
1160,52,63,47543,3,1993,0,7901,1,1,122122.3
30742,35,46,62961,6,2002,0,4559,0,10,3079481.2
58118,35,25,77226,5,2003,0,273,1,10,5817507.3
2473,57,62,93096,9,1999,1,7789,0,3,252875.9
45992,39,6,13992,4,2009,0,5123,1,2,4602074.9
50253,9,5,41936,2,2012,0,6220,1,8,5030780.2
77604,10,80,62100,10,2003,0,762,0,4,7762930.3
46945,58,69,99400,4,2005,1,2297,1,8,4702331.5
59413,43,6,31513,4,1990,0,4602,1,0,5942121.0
56073,11,10,82604,10,2011,0,3613,1,3,5608291.1
41095,94,87,33257,9,2019,1,4152,1,10,4117734.9
32954,91,27,33451,10,1997,0,511,1,4,3297491.7
74591,69,20,73906,8,2009,1,616,1,9,7469587.9
38336,57,38,39402,5,1996,1,855,1,4,3843621.6
42586,54,67,75388,3,2014,1,5326,0,10,4267956.4
31820,19,14,99795,5,2006,1,475,1,10,3185287.6
52649,88,85,89698,7,1996,0,4763,0,6,5274558.6
64179,10,50,11094,10,2016,1,7967,1,6,6422934.6
20222,16,16,52126,4,2006,0,7966,0,2,2030464.6
25251,75,96,78659,8,2015,0,8849,1,1,2527049.5
94486,55,91,82399,5,1992,0,8821,1,7,9455619.2
89724,41,79,33629,4,2009,0,4737,0,0,8985657.9
58626,45,20,68512,3,2015,0,9372,1,10,5864831.5
58652,11,35,26195,7,2000,0,2405,1,4,5870251.0
47654,53,97,76621,2,2013,0,5377,0,8,4776062.3
47647,47,66,20509,5,2014,0,7836,0,8,4776741.4
78180,26,46,50817,5,1995,0,4079,0,6,7828641.5
50061,91,1,40419,10,1999,1,9020,1,10,5010457.9
23009,41,71,6742,8,2018,1,1541,1,1,2308112.8
21293,4,40,57682,5,2020,1,6717,1,9,2138174.0
62691,16,77,70717,7,2016,1,3831,0,8,6276488.6
80413,7,4,42344,3,2011,0,8059,0,10,8046485.1
98303,85,79,63798,3,2006,1,2464,1,7,9843304.6
7159,38,28,85510,7,2015,1,4011,0,2,718273.5
94213,16,28,53733,5,2004,0,8927,1,3,9430183.4
64807,70,93,61580,8,2020,1,2851,0,7,6489616.0
89019,62,99,21070,4,1996,1,670,1,5,8904528.6
65421,51,13,14627,8,1998,0,1713,0,6,6543719.8
28206,50,83,64676,8,2015,0,2868,1,1,2830932.5
57936,37,80,46389,9,1992,0,6611,1,3,5796649.2
7759,41,16,83679,3,1998,1,7295,0,7,782731.8
20863,41,2,16923,3,2019,0,1601,0,7,2086593.9
62530,32,75,37198,3,1993,1,1036,0,6,6267352.3
49805,44,52,87751,6,1992,0,7181,0,4,4984392.2
4264,39,98,16931,7,2020,1,5778,1,5,429800.0
41856,40,43,55942,5,2006,1,8432,1,6,4191936.6
54847,38,39,96819,4,2020,1,5929,0,7,5493084.0
98814,54,6,71845,8,2004,1,1153,1,10,9887158.4
14465,3,80,61595,6,2016,1,1861,0,7,1453919.6
99301,7,85,73684,5,2014,0,7473,1,9,9941220.4
18521,25,11,33897,6,2003,0,8307,0,6,1858497.3
65908,28,84,28574,8,2008,0,830,1,0,6598156.8
10897,39,13,85846,5,2017,0,399,1,9,1097453.7
70390,87,96,694,5,2000,1,4293,0,8,7045739.0
52685,48,75,80431,10,1994,1,6655,1,10,5272224.4
75135,44,46,21433,10,1992,0,8876,1,8,7522188.2
13388,87,69,61256,8,2003,0,2572,0,9,1346253.3
63427,24,83,17327,6,2004,0,5586,1,9,6351101.4
27818,7,72,78380,5,1997,1,134,1,2,2786587.7
82739,60,37,86183,9,2016,0,3970,1,10,8280296.6
33327,38,55,74600,9,2010,0,6202,0,2,3337341.0
8894,77,53,89584,8,2005,0,7434,0,10,900011.5
7685,43,54,53674,8,1994,0,610,1,2,775942.4
94255,58,18,88815,5,2021,1,3504,1,1,9431460.1
14610,91,62,95536,10,1999,0,8805,1,6,1469296.9
15534,19,23,58220,10,1995,0,7503,1,3,1556351.5
60610,70,50,27286,2,2009,0,5225,0,4,6068928.9
78383,89,49,20678,10,2001,0,7570,1,5,7844579.1
44722,47,91,94840,8,1992,0,6947,0,10,4477117.2
48189,98,84,8864,1,1990,1,5400,1,6,4822319.0
37471,58,12,44690,3,2004,0,6521,0,6,3747950.4
64924,32,1,16865,8,1993,0,4430,1,5,6496365.3
65233,50,64,81436,2,1990,0,4103,1,3,6526331.0
65670,3,44,66416,6,2009,0,3615,0,3,6570909.9
90177,50,32,56996,7,2018,0,9300,0,8,9024117.8
4351,2,10,45952,1,1997,1,9610,0,8,436269.7
98390,47,19,41275,4,2006,0,7835,1,2,9849668.6
43651,35,62,5601,3,2005,0,7503,1,8,4374012.5
1803,30,10,35491,2,1991,0,9587,1,0,181859.1
80378,90,19,27990,10,2004,0,1432,1,9,8045164.4
99291,89,40,38298,10,1990,1,4592,1,1,9933729.0
18202,67,75,50682,3,2005,1,430,1,7,1827703.5
76194,59,73,6817,2,2003,1,5896,1,6,7627074.3
50114,15,14,44365,9,2001,1,1870,1,9,5019918.1
48603,33,29,59422,7,2001,1,2968,0,8,4862648.1
48767,3,64,82521,3,2021,0,5056,1,9,4883097.1
91501,84,14,63857,4,2003,0,3065,1,10,9154474.3
22927,66,44,11710,3,2011,1,1239,0,1,2297687.1
51309,53,6,44580,10,1997,0,3727,1,6,5135619.7
89001,58,55,84458,7,2004,0,2445,1,9,8904692.4
54040,92,93,795,7,2017,0,5805,0,9,5408568.7
7477,35,18,321,3,1991,1,4255,1,0,752083.1
41225,22,84,6420,1,2019,0,7546,0,9,4130642.9
77491,88,13,77053,3,2011,0,1982,1,7,7755674.1
43906,55,73,48720,9,2013,0,3357,0,4,4397835.3
94824,72,59,71038,1,2009,0,2751,0,0,9490121.9
33856,86,14,1448,8,1993,1,8649,0,6,3392172.3
69856,80,48,20532,2,1995,0,8366,1,8,6993253.5
88586,31,79,85473,8,2009,0,8350,0,8,8866194.9
67510,32,61,22236,7,2014,0,6018,0,9,6758961.4
77703,22,18,64051,4,2021,1,4762,1,8,7776678.1
72147,38,13,48522,2,2013,0,285,0,9,7219271.3
11339,96,70,3972,1,1996,1,2670,0,9,1137389.6
81125,22,24,47940,9,2012,0,5869,1,6,8113963.2
48434,33,87,18849,9,2002,0,8173,1,1,4854900.2
56398,83,97,76970,7,2021,1,1613,1,9,5644338.1
95894,30,6,73763,4,2005,0,9186,1,5,9596889.5
23888,24,24,2000,6,2011,0,3055,1,10,2394623.1
4198,2,93,67957,9,2003,0,8268,1,5,422549.3
67135,30,64,32695,8,2020,1,2579,1,2,6723196.0
95162,10,13,66055,10,2005,0,8386,0,4,9520376.5
999,30,11,26066,9,2006,1,3768,0,10,104307.6
34982,30,66,5540,8,2001,0,224,1,1,3508325.1
2183,10,31,87645,6,2020,1,31,1,5,221187.0
67699,98,27,97638,9,2021,1,5976,1,6,6776755.1
71143,10,10,87834,6,2018,1,6797,1,9,7124217.8
57244,58,79,20132,2,1991,1,1566,1,9,5728704.1
17114,17,28,24388,6,2021,1,8327,1,0,1714461.1
83009,70,26,10894,1,2009,0,4251,1,5,8305627.9
52610,2,69,63116,2,2009,0,7247,1,3,5270005.9
7788,43,75,10731,6,1993,1,3932,0,10,791624.3
5693,55,37,30805,9,2018,1,1638,1,0,576081.8
48345,10,41,97159,5,2013,1,9057,0,10,4842954.3
53422,76,49,29508,1,2009,0,6497,1,9,5343686.9
64603,14,53,26609,5,2010,1,8634,0,2,6469506.0
966,71,85,10121,8,1997,1,8735,0,7,106121.7
47264,49,23,56118,5,1995,0,3771,1,5,4732236.5
92992,24,18,10876,9,1991,0,7478,0,0,9305605.1
303,75,24,7493,10,2021,1,782,1,1,31966.1
83635,31,23,95466,10,1998,1,469,0,9,8369562.8
29689,45,22,40860,10,2014,1,8498,1,7,2973788.4
47239,58,19,89065,9,1993,1,8710,1,6,4725416.3
10047,57,87,70247,10,2021,0,8671,1,4,1012656.1
7587,94,22,12872,10,2005,1,1493,1,0,762915.5
10074,29,47,14297,4,1999,1,228,1,6,1010442.9
46509,19,44,5352,5,2002,0,5237,1,8,4653392.2
86796,99,51,25972,9,2008,1,2445,1,4,8689099.8
82853,67,72,20823,6,2015,0,3396,1,0,8289491.5
10572,39,14,80876,5,2010,0,6109,0,7,1060707.0
22212,87,74,94427,6,2002,0,9076,0,1,2232476.2
17019,85,79,97904,5,2008,0,2770,0,9,1711885.8
16444,29,2,63250,1,1995,0,4631,0,7,1649094.5
64504,39,19,52578,9,2010,0,5126,0,2,6451578.0
73527,57,5,16171,10,2021,0,5453,0,1,7360331.1
16780,54,56,90874,10,2012,0,3072,1,0,1681331.2
47534,47,9,93881,5,1999,1,6946,0,9,4756433.9
30978,64,13,62590,7,2011,0,1042,0,2,3108219.1
23763,94,99,83447,8,2004,0,9676,1,9,2384035.4
55757,6,51,19826,10,2020,0,8020,1,9,5578966.0
85107,97,24,33269,5,1999,0,6398,0,7,8512331.9
58297,91,1,40305,4,1999,0,9958,0,0,5833422.9
53952,10,72,14561,1,1999,1,4149,0,6,5403227.9
50401,60,55,23900,5,2003,0,72,0,5,5046874.3
58451,45,22,15269,1,1993,1,728,1,2,5849635.3
25625,69,84,21148,6,2019,1,5174,0,6,2568173.9
4771,56,12,34514,4,2011,1,4590,0,10,480525.1
4798,100,20,35281,8,2005,0,575,0,6,481620.5
90700,80,78,4359,9,2006,1,3926,1,6,9080106.6
84267,93,81,62432,7,2000,0,3597,1,7,8433371.0
56505,28,10,14278,1,2003,0,6492,1,1,5651670.3
21976,55,97,56352,2,2008,0,9374,1,3,2206738.8
83083,68,19,84292,6,2015,1,3582,0,5,8313069.5
60396,100,81,92255,9,2012,1,5943,1,1,6047863.2
42211,62,94,78256,3,2008,0,3897,1,0,4230896.8
43843,28,99,13465,5,1990,1,7431,1,0,4389604.0
53501,80,68,9423,9,1993,1,8976,1,10,5351569.3
95623,52,11,80499,1,2020,0,532,0,7,9564202.0
72619,4,6,65180,1,2008,0,1754,1,9,7266754.8
464,16,53,84350,10,2006,1,5816,1,5,52352.6
45803,17,21,3710,7,1997,0,1749,0,2,4583642.7
62570,52,83,51442,5,2015,1,3088,1,4,6265526.5
99636,59,10,28387,9,2004,0,3610,0,8,9964270.4
32328,27,39,5499,3,1999,1,7386,1,1,3238634.9
5478,87,89,7884,5,1996,0,8798,1,0,558369.6
64550,89,68,4708,2,2019,0,1945,0,10,6465184.9
24055,32,81,18804,6,2018,1,5640,0,6,2418314.8
59003,52,63,6558,8,1999,0,3534,0,7,5908014.9
69554,27,89,15443,8,2014,0,6903,1,6,6965658.4
33717,6,8,89757,2,2000,1,1859,0,6,3377117.0
29810,60,61,42527,8,2008,0,3429,0,10,2990007.8
83596,63,28,4711,7,1993,1,9426,1,9,8361285.3
23324,91,44,87494,10,1998,1,2303,1,4,2340035.8
58812,15,34,21334,1,2018,0,5235,1,7,5888584.8
5268,100,59,78219,2,1992,1,4593,0,7,529991.2
57700,37,18,76900,7,2011,1,3905,0,0,5779465.1
44847,13,60,20388,7,2012,0,7381,1,2,4490655.2
70820,52,30,14076,10,2006,0,2090,0,2,7093917.6
52890,87,15,27481,6,1990,0,3533,1,0,5291984.0
80352,21,5,8170,1,2019,0,8708,1,3,8039036.9
1006,63,53,62458,7,2008,1,9015,1,1,111551.8
32267,37,36,87970,2,1991,1,1537,1,5,3235512.1
80313,95,17,10992,4,2003,1,4325,1,5,8035508.3
71588,96,95,14068,4,1992,0,3945,1,4,7167821.2
9089,43,58,9934,8,1997,0,1166,1,0,914629.7
28121,32,93,11620,6,1991,0,1144,1,6,2820497.1
21272,4,72,2291,7,2001,0,3521,0,9,2137497.1
87964,74,68,63936,7,1999,0,799,0,3,8803574.9
47902,36,71,92814,9,2021,1,5234,1,4,4803026.1
89280,63,11,90567,8,2020,1,7274,1,9,8929255.0
67795,100,80,55743,2,1994,0,7282,0,1,6785447.4
22323,33,67,74635,3,1996,0,126,0,5,2240559.6
60037,64,54,62222,5,2010,0,7471,1,8,6009861.0
27113,22,19,71247,3,1996,1,3856,1,4,2714670.6
70898,15,36,45160,6,2008,1,6794,0,4,7092877.8
10298,1,7,26666,9,2011,0,7284,0,7,1036741.1
51130,95,87,50655,6,1994,0,4977,0,3,5125465.4
10785,19,73,94507,9,2008,0,9433,0,0,1079918.8
65068,30,2,73196,10,1991,1,345,1,8,6507541.1
93713,20,45,61739,9,2003,0,6513,0,8,9378060.3
97306,11,44,77045,4,2010,0,793,0,9,9733433.0
76262,61,74,46452,9,2004,0,8970,0,8,7633670.4
15722,67,50,58202,3,2001,1,5454,0,2,1581304.1
83984,98,60,88045,10,2019,0,3399,1,3,8409426.9
78280,53,42,84432,5,2019,1,8984,1,7,7830865.9
83817,62,60,27912,2,2005,0,1130,0,8,8390712.5
28132,17,26,68582,1,1997,1,144,0,6,2820957.7
63183,49,46,33942,6,2002,0,6617,1,9,6326815.2
90068,96,55,88179,7,2009,1,567,0,4,9013793.9
81645,95,37,5500,2,2013,1,6166,0,6,8174644.3
40394,87,30,36212,6,2021,1,743,0,6,4046533.1
79260,19,9,11588,3,1991,1,3887,1,6,7930187.1
123,61,1,33633,1,2011,0,9390,0,9,13229.1
37647,64,7,42480,9,2017,0,7865,0,8,3770389.7
36136,78,99,79211,10,2019,0,2576,1,7,3618606.9
43549,78,92,79157,6,2007,0,9607,1,0,4365431.7
74180,97,7,56256,2,2011,0,166,0,1,7421254.1
33692,83,69,88105,4,1999,1,9989,1,4,3375522.9
92201,56,66,69735,5,2003,0,3385,0,10,9228740.3
62587,14,35,26410,7,2010,1,6374,1,6,6260826.0
20577,4,62,11931,1,1993,1,3715,1,7,2064758.3
26612,40,28,85151,7,2009,0,1837,1,0,2666795.9
74172,55,67,76056,2,2004,0,1247,1,8,7421067.4
68841,92,69,88956,5,2000,0,3643,0,1,6890753.0
54386,93,95,17231,7,1996,1,9560,0,4,5448084.6
54925,27,81,38186,1,1996,0,3632,1,7,5501546.6
43418,87,64,25081,8,2010,0,6989,1,3,4349322.0
96251,12,7,66528,8,2018,0,4166,1,9,9626287.8
27928,90,78,89394,1,1997,0,6637,0,9,2804528.7
87024,52,56,17010,10,2020,0,1630,0,9,8714971.0
4563,44,39,17514,9,1999,0,5661,1,10,457573.9
47579,85,8,8403,8,2013,1,1138,0,5,4761303.3
60756,62,50,56232,4,1996,1,7984,1,8,6079599.6
38587,10,9,89834,3,1995,1,8444,1,1,3862813.5
92659,73,98,54013,4,1993,1,3750,0,10,9272193.3
59396,24,31,92493,8,2021,1,9208,1,5,5950249.1
70681,24,16,62054,4,2006,0,6921,0,10,7072541.6
42900,38,80,89907,10,2016,1,473,0,5,4301422.6
36240,9,34,75244,10,2007,0,82,1,4,3630821.7
59928,100,76,21087,5,1994,0,9836,1,1,5995097.4
3963,40,61,90631,1,2009,1,1036,1,2,408380.9
95404,10,8,67144,10,2009,1,7142,1,3,9544786.9
86375,99,68,12313,10,2000,1,6106,0,6,8643370.0
26507,14,79,37402,3,2005,0,535,0,8,2656261.5
72178,73,57,95268,7,1998,1,5833,0,0,7223259.8
11914,36,57,95044,6,2005,0,6274,0,10,1198177.5
9147,42,89,6189,3,2000,0,8572,0,6,928384.0
62596,88,79,75617,9,2017,1,3152,0,6,6272808.7
69371,59,55,61311,7,2004,1,3689,1,9,6939185.4
47542,25,97,44458,9,2020,1,6765,1,9,4756989.0
60457,68,32,22629,3,2020,0,2526,1,10,6051684.0
88033,95,100,81587,5,2006,1,9436,0,7,8817404.6
3383,13,51,27498,9,1992,0,1689,0,5,342685.2
85795,97,59,39767,3,2019,1,2357,0,2,8585311.9
17857,15,24,70162,3,1997,1,123,1,0,1791426.7
2508,92,2,10154,8,1998,0,9107,0,5,256655.8
281,52,38,56775,2,1994,1,7172,1,1,34115.4
14314,50,45,5357,4,2019,1,91,1,5,1436966.9
96513,26,53,81523,6,1993,0,1306,0,1,9657237.3
67527,41,42,26117,8,2009,1,6765,1,4,6766655.9
72976,96,96,7771,8,2016,0,7706,0,7,7306614.6
76420,38,63,32005,8,2006,0,3164,1,5,7649934.6
67923,61,95,69105,4,2014,1,3860,1,4,6797581.4
85372,81,5,72462,9,2010,0,9416,1,10,8538126.0
38923,30,41,9206,5,1993,1,679,0,4,3895085.3
57663,66,14,38517,2,2001,0,7766,1,2,5770477.1
26943,57,86,65019,5,2016,1,254,0,0,2701654.6
24839,52,76,50423,4,1994,1,7365,1,10,2493901.4
85671,33,5,26126,3,2018,0,4821,0,5,8572647.8
56085,65,92,14580,6,2019,0,4634,1,6,5617121.9
53857,91,49,77898,9,1993,0,3249,1,0,5393354.3
61297,29,80,42203,6,2020,1,8140,1,4,6134154.0
34854,61,31,77290,1,1991,1,6726,1,0,3491844.1
90777,78,8,11891,5,2009,0,5120,0,6,9079088.9
29178,74,14,76662,6,2004,1,9501,1,1,2922723.4
55006,42,24,48350,1,1992,1,6526,0,9,5503703.2
11491,61,47,4203,3,2019,0,5698,0,5,1157222.9
44838,48,77,19697,5,2009,1,7048,1,3,4491363.9
67629,27,38,45599,8,2011,0,4353,0,10,6767151.1
70607,8,28,48044,7,2009,0,6278,0,0,7068284.9
50122,69,84,85527,3,2002,0,5479,1,6,5016998.2
80622,80,46,53790,7,2015,1,2308,0,3,8069026.5
63886,46,1,23324,8,1992,1,3896,0,2,6391405.2
30821,52,27,82221,10,2015,0,5620,0,10,3086776.5
80472,21,80,81246,6,2000,0,3435,0,6,8054700.0
86834,54,23,11119,1,2013,1,5173,1,5,8690922.3
9022,72,100,93106,5,1991,0,8295,1,2,905649.1
59899,61,61,94757,10,2018,1,6126,0,0,5994256.8
36859,87,43,80518,1,2013,0,869,1,10,3687440.3
96419,6,34,77098,8,2004,0,8968,0,2,9646107.4
82651,3,42,63180,7,2018,0,6409,1,0,8266989.8
26881,57,82,68073,6,1994,1,9731,0,4,2696414.4
83316,85,65,1257,1,2019,0,5337,1,4,8336816.9
18738,17,51,30492,3,2003,0,4072,0,3,1881615.3
1906,16,30,9172,10,2006,0,1576,0,7,192160.6
60399,88,48,8539,2,2006,1,9562,1,7,6046439.6
92159,72,68,46805,1,1997,1,4553,0,1,9220693.7
3966,82,20,18455,3,1991,1,440,0,9,398719.1
93998,47,81,39828,6,2010,1,1605,0,2,9406433.0
96580,28,36,43415,5,2004,1,2176,1,9,9671187.4
20818,43,76,99647,2,2007,1,4111,0,7,2090473.7
65549,38,38,35657,4,2015,1,5487,1,10,6556739.5
31951,22,94,6969,4,2016,1,6606,0,10,3196773.6
23541,83,3,49248,6,1991,1,2818,1,4,2357500.1
17704,83,33,13030,3,2007,0,4503,1,1,1775366.7
57128,100,40,50043,9,2006,1,4856,0,8,5721225.6
87276,51,43,50903,2,1992,0,8005,0,10,8737247.2
50778,83,91,93274,1,1995,0,6472,1,7,5087311.5
846,51,51,48599,8,1995,0,302,0,2,88673.5
49312,56,39,3763,7,2019,1,9737,0,3,4934342.9
99455,26,36,96724,4,2001,0,5988,0,5,9946626.1
75645,51,64,89555,4,2009,1,8361,0,7,7571223.9
73406,44,95,80429,8,2007,0,2144,0,2,7351183.7
24895,7,59,48046,2,2012,0,8541,0,0,2496019.2
13314,5,17,96126,9,2015,1,8189,0,7,1340591.5
78995,53,49,94092,7,1996,0,5606,1,5,7911960.6
54976,21,53,74263,5,2020,0,210,1,4,5506062.0
84023,8,44,23355,1,2013,1,6948,1,9,8408349.3
8130,44,88,30282,7,2014,1,7573,1,5,823637.4
2838,5,82,71414,5,1992,1,8811,1,0,287893.2
416,46,45,62199,4,1996,0,7208,0,1,46790.6
62314,23,27,46090,9,2019,0,4797,0,7,6239567.9
85169,77,14,37743,6,2018,1,9487,1,4,8520093.8
42969,32,87,77890,6,2011,1,4496,1,2,4305386.1
38079,80,74,2060,6,2019,0,4594,1,10,3818327.9
1386,42,4,75628,1,1992,0,6022,1,7,143843.2
41147,69,87,38738,1,2006,1,7388,1,4,4122969.6
93375,27,67,98496,8,1990,0,4304,1,6,9343934.0
37047,79,87,57780,3,2019,1,5658,0,5,3713548.9
20453,54,96,25276,6,1991,1,5077,1,0,2055870.1
86800,18,99,59878,4,2008,0,3808,0,7,8684068.8
49835,37,55,47276,1,2004,0,6772,0,2,4986495.4
25020,100,39,95389,10,1990,0,5959,0,8,2510161.0
69665,14,78,77576,10,1995,0,7745,1,6,6977106.5
16283,79,30,96428,9,1990,1,7485,0,2,1638670.0
40984,15,39,4746,1,2021,0,870,1,3,4103009.1
32731,99,66,81770,7,1996,1,9859,1,10,3276617.6
86452,12,76,53882,1,1997,1,9096,1,9,8657353.7
49031,87,62,80837,2,2016,1,1800,1,5,4914589.6
53818,17,32,47700,3,2000,0,728,0,0,5383450.0
74291,88,38,12525,8,2004,0,217,0,1,7433320.4
73154,57,29,23054,10,2015,0,8059,1,1,7322035.5
39162,21,16,69443,9,2005,0,8453,0,10,3917826.5
45746,86,76,81447,3,2009,1,2589,1,7,4580036.9
22615,61,30,48011,9,1991,0,7923,1,7,2271139.1
